,author,quotes
83,Thomas Jefferson Quotes,Man is an imitative animal. This quality is the germ of all education in him. From his cradle to his grave he is learning to do what he sees others do.
84,Thomas Jefferson Quotes,Everything is useful which contributes to fix in the principles and practices of virtue.
85,Thomas Jefferson Quotes,Self-love is no part of morality. Indeed it is exactly its counterpart. It is the sole antagonist of virtue leading us constantly by our propensities to self-gratification in violation of our moral duties to others.
86,Thomas Jefferson Quotes,"That government is best which governs the least, because its people discipline themselves."
87,Thomas Jefferson Quotes,"Freedom, the first-born of science."
88,Thomas Jefferson Quotes,"Nature intended me for the tranquil pursuits of science, by rendering them my supreme delight. But the enormities of the times in which I have lived, have forced me to take a part in resisting them, and to commit myself on the boisterous ocean of political passions."
89,Thomas Jefferson Quotes,"Of all machines, the human heart is the most complicated and inexplicable."
90,Thomas Jefferson Quotes,A machine for making revolutions is doing precisely the wrong thing at just the right time.
91,Thomas Jefferson Quotes,The object of walking is to relax the mind. You should therefore not permit yourself even to think while you walk. But divert your attention by the objects surrounding you.
92,Thomas Jefferson Quotes,"Nobody is better than you and remember, you are better than nobody."
93,Thomas Jefferson Quotes,It is the duty of every American citizen to take part in a vigorous debate on the issues of the day.
94,Thomas Jefferson Quotes,Every generation needs a new revolution.
95,Thomas Jefferson Quotes,Ridicule is the only weapon which can be used against unintelligible propositions.
96,Thomas Jefferson Quotes,"I want to tell you how welcome you are to the White House. I think this is the most extraordinary collection of talent, of human knowledge, that has ever been gathered together at the White House, with the possible exception of when Thomas Jefferson dined alone.John F. Kennedy"
0,Tupac Quotes,Reality is wrong. Dreams are for real.
1,Tupac Quotes,A coward dies a thousand deaths. A soldier dies but once.
2,Tupac Quotes,"There’s gonna be some stuff you gonna see thats gonna make it hard to smile in the future, but through whatever you see, through all the rain and the pain you gotta keep your sense of humor. You gotta be able to smile through all this bullshit…remember that."
3,Tupac Quotes,"I don’t see myself being special; I just see myself having more responsibilities than the next man. People look to me to do things for them, to have answers."
4,Tupac Quotes,It’s the game of life. Do I win or do I lose? One day they’re gonna shut the game down. I gotta have as much fun and go around the board as many times as I can before it’s my turn to leave.
5,Tupac Quotes,I think I’m a natural-born leader. I know how to bow down to authority if it’s authority that I respect.
6,Tupac Quotes,"I know it seems hard sometimes but remember one thing. Through every dark night, theres a bright day after that. So no matter how hard it get, stick your chest out, keep ya head up and handle it."
7,Tupac Quotes,"It’s a struggle for every young Black man. You know how it is, only God can judge us."
8,Tupac Quotes,I just don’t know how to deal with so many people giving me that much affection. I never had that in my life.
9,Tupac Quotes,"All I’m trying to do is survive and make good out of the dirty, nasty, unbelievable lifestyle that they gave me."
10,Tupac Quotes,"When you do rap albums, you got to train yourself. You got to constantly be in character."
11,Tupac Quotes,"Somebody help me, tell me where to go from here cause even thugs cry, but do the Lord care?"
12,Tupac Quotes,Life’s a wheel of fortune and it’s my chance to spin it.
13,Tupac Quotes,"We wouldn’t ask why a rose that grew from the concrete for having damaged petals; in turn, we would all celebrate its tenacity, we would all love its will to reach the sun. Well, we are the roses, this is the concrete and these are my damaged petals. Don’t ask me why, thank God, and ask me how."
14,Tupac Quotes,Everybody’s at war with different things. I’m at war with my own heart sometimes.
15,Tupac Quotes,Let the Lord judge the criminals.
16,Tupac Quotes,I would rather have been shot straight-up in cold blood-but to be set up? By people who you trusted? That’s bad.
17,Tupac Quotes,The only thing that comes to a sleeping man is dreams.
18,Tupac Quotes,What I learned in jail is that I can’t change. I can’t live a different lifestyle – this is it. This is the life that they gave and this is the life that I made.
19,Tupac Quotes,"We all gonna die, we bleed from similar veins."
20,Tupac Quotes,I feel like role models today are not meant to be put on a pedestal. But more like angels with broken wings.
21,Tupac Quotes,"My mama always used to tell me: ‘if you can’t find somethin’ to live for, you best find somethin’ to die for.’"
22,Tupac Quotes,If God wanted me to be quiet he would’ve never showed me what he does.
23,Tupac Quotes,I’ll probably be punished for hard living.
24,Tupac Quotes,"I am society’s child. This is how they made me and now I’m sayin’ what’s on my mind and they don’t want that. This is what you made me, America."
25,Tupac Quotes,I don’t have no fear of death. My only fear is coming back reincarnated.
26,Tupac Quotes,"I’m 23 years old. I might just be my mother’s child, but in all reality, I’m everybody’s child. Nobody raised me; I was raised in this society."
27,Tupac Quotes,There’s nobody in the business strong enough to scare me.
28,Tupac Quotes,In my mind I’m a blind man doin’ time.
29,Tupac Quotes,With all my fans I got a family again.
30,Tupac Quotes,"I believe that everything that you do bad comes back to you. So everything that I do that’s bad, I’m going to suffer from it. But in my mind, I believe what I’m doing is right. So I feel like I’m going to heaven."
31,Tupac Quotes,It seems like every time you come up something happens to bring you back down.
32,Tupac Quotes,"Of course I’m going to say ‘I’m a thug,’ that’s because I came from the gutter and I’m still here!"
33,Tupac Quotes,"I’ve been shot five times but I’m still breathing, living proof there a God if you need a reason."
34,Tupac Quotes,"I don’t want to be a role model. I just want to be someone who says, this is who I am, this is what I do, I say what’s on my mind."
35,Tupac Quotes,"If we really are saying that rap is an art form, then we got to be more responsible for our lyrics. If you see everybody dying because of what you are saying, it don’t matter that you didn’t make them die. It just matters that you didn’t save them."
36,Tupac Quotes,Death is not the greatest loss in life. The greatest loss is what dies inside while still alive. Never surrender.
37,Tupac Quotes,That which does not kill me can only make me stronger. I don’t see why everybody feel as though that they gotta tell me how to live my life.
